Num_interacoes,Num_repeticoes,Tempo_sequencial,Tempo_multicore,Aceleracao,Eficiencia,Pi Real,Pi Calculado,Pi Calculado
10000000,3,2.6996,0.6167,4.37,0.54,3.14159265,3.14159255
